director_name,duration,actor_2_name,gross,genres,actor_1_name,movie_title,actor_3_name,plot_keywords,budget,title_year,imdb_score
Kirk De Micco,81,Stanley Tucci,30105968212008, Animation | Adventure | Comedy | Family | Sci-Fi,Andy Samberg,Space Chimps,Jeff Daniels,planet|astronaut|senator|cgi animation|attacked by a plant,37000000,2008,4.5
Roger Donaldson,111,Saffron Burrows,30028592302008, Crime | Drama | Romance | Thriller,Jason Statham,The Bank Job,Stephen Campbell Moore,safe deposit|heist|chase|mobster|london england,20000000,2008,7.3
Gregory Hoblit,101,Colin Hanks,28687835292008, Crime | Mystery | Thriller,Diane Lane,Untraceable,Joseph Cross,murder|fbi agent|website|serial killer|cat,35000000,2008,6.2
Edward Zwick,137160,Liev Schreiber,28622873242009, Action | Drama | History | Thriller | War,Daniel Craig,Defiance,Jamie Bell,forest|russian|jewish|camp|nazis,32000000,2009,7.2
Diane English,114,Eva Mendes,26896744142008, Comedy | Drama,Meg Ryan,The Women,Annette Bening,divorce|new york|perfume|beauty salon|fashion,16500000,2008,4.9
Eric Valette,87,Shannyn Sossamon,2687652972008, Horror | Mystery,Edward Burns,One Missed Call,Ana Claudia Talancón,death|voice mail|lifting someone into the air|telephone|telephone call,27000000,2008,3.9
Justin Chadwick,115,Scarlett Johansson,26814957182008, Biography | Drama | History | Romance,Natalie Portman,The Other Boleyn Girl,Eric Bana,king|king henry viii|court|children|royal court,35000000,2008,6.7
David Ayer,109,Forest Whitaker,26415649112008, Action | Crime | Drama | Thriller,Keanu Reeves,Street Kings,Hugh Laurie,captain|murder|undercover cop|violence|lapd,20000000,2008,6.8
Darren Aronofsky,109,Marisa Tomei,2623660382009, Drama | Sport,Mickey Rourke,The Wrestler,Evan Rachel Wood,wrestling|stripper|father daughter relationship|wrestler|supermarket,6000000,2009,7.9
Masayuki Ochiai,8590,Rachael Taylor,25926543202008, Horror | Mystery | Thriller,Joshua Jackson,Shutter,James Kyson,japan|newlywed|photograph|photographer|car accident,8000000,2008,5.2
Craig Mazin,7582,Leslie Nielsen,25871834182008, Action | Comedy | Sci-Fi | Thriller,Drake Bell,Superhero Movie,Sara Paxton,hero|high school|dragonfly|soaking wet|supervillian origin,35000000,2008,4.5
Oliver Stone,129,Elizabeth Banks,25517500282008, Biography | Drama | History,Josh Brolin,W.,Ioan Gruffudd,family relationships|drinking|dog|cabinet meeting|bible,25100000,2008,6.4
Rob Minkoff,104,Jet Li,25040293132008, Action | Adventure | Fantasy,Jackie Chan,The Forbidden Kingdom,Michael Angarano,urination|monkey king|staff|teenager|warrior,55000000,2008,6.6
Jeff Wadlow,110,Djimon Hounsou,24848292302008, Action | Drama | Sport,Sean Faris,Never Back Down,Amber Heard,fight|fighting|club|mixed martial arts|high school,20000000,2008,6.6
Jeffrey Nachmanoff,114,Guy Pearce,23527748212008, Action | Crime | Drama | Thriller,Don Cheadle,Traitor,Archie Panjabi,prison|escape|fbi|bomb|devout,22000000,2008,7.0
Woody Allen,96,Scarlett Johansson,23213577132009, Drama | Romance,Rebecca Hall,Vicky Cristina Barcelona,Javier Bardem,summer|polyamory|painter|artist|sex,15500000,2008,7.2
Sam Mendes,119,Kate Winslet,22877808272009, Drama | Romance,Leonardo DiCaprio,Revolutionary Road,Christopher Fitzgerald,based on novel|children|suburb|connecticut|work,35000000,2009,7.3
Mathieu Kassovitz,101,Michelle Yeoh,22531698142008, Action | Adventure | Sci-Fi | Thriller,Vin Diesel,Babylon A.D.,Mélanie Thierry,box office flop|mercenary|new york|convent|pregnant,70000000,2008,5.6
Chris Carter,104108,Gillian Anderson,2098163332008, Drama | Mystery | Sci-Fi | Thriller,David Duchovny,The X Files: I Want to Believe,Billy Connolly,fbi|psychic vision|psychic|priest|staff physician,30000000,2008,5.9
Callie Khouri,104,Queen Latifah,20668843162008, Comedy | Crime | Thriller,Diane Keaton,Mad Money,Katie Holmes,money|bank|shredder|federal reserve bank|security guard,22000000,2008,5.8
Ed Harris,115,Viggo Mortensen,20207003162009, Crime | Drama | Romance | Western,Ed Harris,Appaloosa,Renée Zellweger,deputy|rancher|widow|hanging|friend,20000000,2008,6.8
Frank Miller,103,Samuel L. Jackson,19781879162009, Action | Crime | Fantasy | Thriller,Gabriel Macht,The Spirit,Scarlett Johansson,pants falling down|female star appears nude|white rat|woman in a towel|samurai,60000000,2008,4.8
Anthony Leondis,87,Molly Shannon,19528188162009, Animation | Comedy | Family | Fantasy,John Cusack,Igor,Steve Buscemi,evil scientist|science|mad scientist|assistant|invention,25000000,2008,6.1
Howard Deutch,101112,Dane Cook,19151864172008, Comedy | Romance,Kate Hudson,My Best Friend's Girl,Jason Biggs,jesus crust pizza parlor|wedding|thong panties|female rear nudity|breasts,40000000,2008,5.9
Ron Howard,122,Michael Sheen,18593156202009, Drama,Frank Langella,Frost/Nixon,Kevin Bacon,scandal|u.s. president|political drama|american president|washington post the newspaper,25000000,2009,7.7
Patricia Rozema,101,Stanley Tucci,1765520132008, Drama | Family,Abigail Breslin,Kit Kittredge: An American Girl,Joan Cusack,girl|house|great depression|boarding house|ohio,10000000,2008,6.6
Carter Smith,9093,Jena Malone,17427926132008, Horror,Shawn Ashmore,The Ruins,Jonathan Tucker,horse|ruins|group of friends|bow and arrow|rifle,8000000,2008,5.9
Iain Softley,106,Andy Serkis,1728183232009, Adventure | Family | Fantasy,Brendan Fraser,Inkheart,Eliza Bennett,overalls|book|escape|villain|girl,60000000,2009,6.1
Joshua Michael Stern,120,Paula Patton,16284360102008, Comedy | Drama,Kevin Costner,Swing Vote,Kelsey Grammer,vote|ballot|election|new mexico|voting,21000000,2008,6.1
Gavin O'Connor,130,Colin Farrell,1570938552008, Crime | Drama | Thriller,Edward Norton,Pride and Glory,Noah Emmerich,police|corruption|brother in law|drug dealer|drugs,30000000,2008,6.7
Kathryn Bigelow,131,Anthony Mackie,1570000052010, Drama | History | Thriller | War,Jeremy Renner,The Hurt Locker,Brian Geraghty,bomb|army|dangerous job|friendship between men|loss of best friend,15000000,2009,7.6
Danny Pang,99,Charlie Yeung,15279680172008, Action | Crime | Thriller,Nicolas Cage,Bangkok Dangerous,Shahkrit Yamnarm,deaf|pickpocket|hitman|nightclub|rules of profession,40000000,2008,5.4
Hayao Miyazaki,101,Matt Damon,15081783302009, Animation | Adventure | Family | Fantasy,Cate Blanchett,Ponyo,Liam Neeson,sea goddess|magical realism|children adventure|tsunami|small town,34000000,2009,7.7
Joel Hopkins,93,Emma Thompson,14879423172009, Drama | Romance,Dustin Hoffman,Last Chance Harvey,Kathy Baker,wedding|middle age romance|quitting job|dancing|piano playing,,2009,6.7
Ben Stassen,84,Philip Bolden,14532946162009, Animation | Adventure | Family,Trevor Gagnon,Fly Me to the Moon 3D,David Gore,moon|fly|cgi animation|outer space|space flight,25000000,2008,4.6
Jason Friedberg,8788,Vanessa Lachey,14174654172008, Comedy,Carmen Electra,Disaster Movie,Nicole Parker,disaster|natural disaster|glass|mousetrap|scatological humor,20000000,2008,1.9
Saul Dibb,110,Ralph Fiennes,1382374152008, Biography | Drama | History | Romance,Keira Knightley,The Duchess,Dominic Cooper,duke|marriage|heir|duchess|infidelity,13500000,2008,6.9
Mickey Liddell,82,Chace Crawford,13350177282008, Drama | Horror | Thriller,Haley Bennett,The Haunting of Molly Hartley,Jake Weber,teenager|resurrection|18th birthday|birthday|community center,5000000,2008,3.9
David Koepp,102,Greg Kinnear,1321403072008, Comedy | Drama | Fantasy | Romance,Ricky Gervais,Ghost Town,Téa Leoni,ghost|cardiopulmonary resuscitation|bouquet of roses|white rose|bright light,20000000,2008,6.7
Jonathan Demme,113,Rosemarie DeWitt,12796277172009, Drama | Romance,Anne Hathaway,Rachel Getting Married,Debra Winger,wedding|friend|tears|maid of honor|12 step program,,2008,6.7
Mike Nawrocki,,Mike Nawrocki,12701880292008, Animation | Adventure | Comedy | Family | Sci-Fi,Tim Hodge,The Pirates Who Don't Do Anything: A VeggieTales Movie,Phil Vischer,pirate|17th century|waiter|vegetable|king,15000000,2008,5.7
Bharat Nalluri,92,Amy Adams,12294036162008, Comedy | Romance,Frances McDormand,Miss Pettigrew Lives for a Day,Ciarán Hinds,singer|governess|piano|lingerie|nightclub,,2008,7.1
Malcolm D. Lee,100,Bernie Mac,12081447302009, Comedy | Drama | Music,Samuel L. Jackson,Soul Men,Sharon Leal,tribute|reunion|band|masturbation|singer,,2008,6.5
Christine Jeffs,91,Emily Blunt,1205510832009, Comedy | Drama,Amy Adams,Sunshine Cleaning,Alan Arkin,crime scene cleanup|sister sister relationship|business|school|private school,8000000,2009,6.9
Brian Robbins,90,Elizabeth Banks,1180205632008, Adventure | Comedy | Family | Romance | Sci-Fi,Eddie Murphy,Meet Dave,Gabrielle Union,alien|orb|spaceship|planet|mutiny,60000000,2008,4.9
Fred Durst,,Keke Palmer,11508423212008, Biography | Comedy | Drama | Family | Sport,Ice Cube,The Longshots,Tasha Smith,middle school|american football|absent father|based on true story,23000000,2008,5.1
Michel Gondry,102,Yasiin Bey,11169531252008, Comedy,Jack Black,Be Kind Rewind,Danny Glover,video store|friend|sabotage|store clerk|power plant,20000000,2008,6.4
Neil Marshall,113,Bob Hoskins,1095542542008, Action | Sci-Fi | Thriller,Rhona Mitra,Doomsday,Alexander Siddig,virus|cure|wall|scotland|quarantine,30000000,2008,6.0
Kimberly Peirce,112,Abbie Cornish,10911750132008, Drama | War,Ryan Phillippe,Stop-Loss,Joseph Gordon-Levitt,soldier|friendship|honor|texas|iraq war,25000000,2008,6.5
Gary Fleder,130,Dennis Quaid,9589875312008, Biography | Drama | Sport,Rob Brown,The Express,Clancy Brown,african american|syracuse university|coach|football movie|nonlinear timeline,40000000,2008,7.3
Noam Murro,95,Thomas Haden Church,9496882302008, Comedy | Drama | Romance,Dennis Quaid,Smart People,Sarah Jessica Parker,student|professor|emergency room|high school|college,,2008,6.2
Mark Herman,94,David Thewlis,9030581162009, Drama | War,Asa Butterfield,The Boy in the Striped Pajamas,Rupert Friend,jew|boy|nazis|poison gas|fence,12500000,2008,7.8
Sean Anders,109129,Clark Duke,8396942282008, Adventure | Comedy | Romance,Josh Zuckerman,Sex Drive,Amanda Crew,friend|amish|virgin|high school|friendship,19000000,2008,6.5
Darnell Martin,109,Jeffrey Wright,813421722009, Biography | Drama | Music,Adrien Brody,Cadillac Records,Beyoncé Knowles,sex|1950s|title directed by female|jazz music|jazz,12000000,2008,7.0
Lexi Alexander,103,Dominic West,7948159192008, Action | Crime | Drama | Thriller,Ray Stevenson,Punisher: War Zone,Julie Benz,plastic surgery|undercover|vigilante|based on cult comic book|psychopath,35000000,2008,6.0
Spike Lee,160,Michael Ealy,7916887212008, Action | Crime | Drama | Thriller | War,Derek Luke,Miracle at St. Anna,Laz Alonso,village|german soldier|boy|partisan|trapped,45000000,2008,6.0
Gil Kenan,90,Toby Jones,787169392009, Adventure | Family | Fantasy | Sci-Fi,Saoirse Ronan,City of Ember,Bill Murray,food|box|scientist|mayor|pipeworks,55000000,2008,6.5
Martin McDonagh,107,Brendan Gleeson,7757130132008, Comedy | Crime | Drama,Colin Farrell,In Bruges,Ciarán Hinds,bruges|irish|dwarf|hope|dumdum bullet,15000000,2008,8.0
Jeff Lowell,95,Paul Rudd,7563670142008, Comedy | Fantasy | Romance,Eva Longoria,Over Her Dead Body,Lake Bell,psychic|ghost|accident|veterinarian|diary,10000000,2008,5.2
Alfredo Rodriguez de Villa,98,Freddy Rodríguez,7502429232009, Comedy | Drama | Romance,John Leguizamo,Nothing Like the Holidays,Debra Messing,christmas|holidays,,2008,6.2
David Zucker,83,Kelsey Grammer,7001720312008, Comedy | Fantasy,Kevin P. Farley,An American Carol,Leslie Nielsen,box office flop|arab stereotype|filmmaker|terrorist|documentary filmmaker,12000000,2008,4.3
Fred Wolf,,Allen Covert,6563357292008, Adventure | Comedy,Steve Zahn,Strange Wilderness,Justin Long,critically bashed|bigfoot|tv show|friend|ecuador,20000000,2008,5.3
Julian Jarrold,,Patrick Malahide,6414563192008, Drama | Romance,Matthew Goode,Brideshead Revisited,Hayley Atwell,catholic|oxford|marriage|artist|painter,20000000,2008,6.7
Peter Cattaneo,102,Josh Gad,6409206102008, Comedy | Music,Rainn Wilson,The Rocker,Christina Applegate,drummer|rock star|rock band|hdtv|20 years later,15000000,2008,6.2
Guy Ritchie,114,Tom Wilkinson,5694401192008, Action | Crime | Thriller,Gerard Butler,RocknRolla,Idris Elba,painting|accountant|homosexual|killed in an elevator|finger gun,18000000,2008,7.3
Andrew Fleming,92,Elisabeth Shue,4881867262008, Comedy | Music,Steve Coogan,Hamlet 2,Catherine Keener,student|sequel|gang banger|time machine|shakespeare's hamlet,9000000,2008,6.4
Deb Hagan,,Kevin Covais,469391972008, Comedy,Drake Bell,College,Andrew Caldwell,high school|college|loss of virginity|pierced nipple|face slap,6500000,2008,4.6
Marcel Langenegger,107,Ewan McGregor,4597760202008, Crime | Drama | Mystery | Thriller,Hugh Jackman,Deception,Michelle Williams,lawyer|heist|erotic thriller|scheme|scam,25000000,2008,6.1
Marc Abraham,119,Lauren Graham,4234040172008, Biography | Drama,Greg Kinnear,Flash of Genius,Alan Alda,intellectual property|ford|professor|windshield wiper|justice,20000000,2008,7.0
Charles Robert Carner,,Jenny McCarthy,4131640142008, Comedy | Crime,Larry the Cable Guy,Witless Protection,Richard Bull,sheriff|fbi|shotgun|possum|polo,7500000,2008,3.2
Randall Miller,110,Alan Rickman,4040588172008, Comedy | Drama,Chris Pine,Bottle Shock,Bill Pullman,wine|overalls|flat tire|airport|california,5000000,2008,6.8
Laurent Cantet,128,Agame Malembo-Emene,376659552009, Drama,François Bégaudeau,The Class,Angélica Sancio,high school|student|teacher|school|inner city,,2009,7.5
Isabel Coixet,112,Penélope Cruz,357721072008, Drama | Romance,Ben Kingsley,Elegy,Patricia Clarkson,sex|sexual attraction|fear of death|breasts|narrated by character,13000000,2008,6.8
Rian Johnson,114,Adrien Brody,3519627312009, Adventure | Comedy | Drama | Romance,Rachel Weisz,The Brothers Bloom,Mark Ruffalo,con man|heiress|eccentric|revenge|love,20000000,2009,6.8
Mike Leigh,118,Alexis Zegerman,3494485162009, Comedy | Drama | Romance,Sally Hawkins,Happy-Go-Lucky,Samuel Roukin,teacher|lesson|social worker|friend|happiness,,2008,7.0
Ashutosh Gowariker,213,Aishwarya Rai Bachchan,3440718112008, Action | Adventure | Biography | Drama | History | Musical | Romance,Hrithik Roshan,Jodhaa Akbar,Sonu Sood,marriage|rajput|emperor|princess|hindu,400000000,2008,7.6
Philippe Claudel,117,Elsa Zylberstein,3167876172009, Drama,Kristin Scott Thomas,Il y a longtemps que je t'aime,Serge Hazanavicius,prison|visit|doctor|colleague|death,,2009,7.6
James Gray,110,Gwyneth Paltrow,3148482262009, Drama | Romance,Joaquin Phoenix,Two Lovers,Vinessa Shaw,neighbor|photograph|married man|jewish|cellphone,12000000,2009,7.1
Charlie Kaufman,124,Samantha Morton,3081925202009, Comedy | Drama,Philip Seymour Hoffman,"Synecdoche, New York",Michelle Williams,play|warehouse|actress|director|theatre director,21000000,2008,7.5
Fernando Meirelles,121,Mark Ruffalo,3073392102008, Drama | Mystery | Sci-Fi | Thriller,Julianne Moore,Blindness,Gael García Bernal,blindness|hospital|quarantine|epidemic|pubic hair,25000000,2008,6.6
Clark Gregg,92,Anjelica Huston,2926565212008, Comedy | Drama,Sam Rockwell,Choke,Kelly Macdonald,hospital|restaurant|scam|choking|friend,3000000,2008,6.5
Robert B. Weide,110,Kirsten Dunst,277559352008, Biography | Comedy | Drama | Romance,Simon Pegg,How to Lose Friends & Alienate People,Megan Fox,celebrity|starlet|pig|party|writer,27000000,2008,6.5
Stephan Elliott,97,Ben Barnes,265632422009, Comedy | Romance,Jessica Biel,Easy Virtue,Kristin Scott Thomas,estate|female frontal nudity|no panties|female nudity|unhappy marriage,,2009,6.7
Courtney Hunt,97,Misty Upham,2508841132009, Crime | Drama,Melissa Leo,Frozen River,Charlie McDermott,mohawk|smuggling|trailer|smuggler|single mother,1000000,2008,7.2
A.R. Murugadoss,,Asin,2411071162009, Action | Drama | Mystery | Romance | Thriller,Aamir Khan,Ghajini,Jiah Khan,short term memory|businessman|tattoo|short term memory loss|polaroid,200000000,2008,7.3
David Mamet,99,Tim Allen,2344847112008, Drama | Sport,Chiwetel Ejiofor,Redbelt,Emily Mortimer,fight|bar|debt|jujitsu|instructor,7000000,2008,6.8
Brad Anderson,111,Emily Mortimer,220364172008, Crime | Drama | Mystery | Thriller,Woody Harrelson,Transsiberian,Ben Kingsley,train|drugs|travel|murder|35 mm digital camera,15000000,2008,6.7
Tomas Alfredson,115,Lina Leandersson,2121701242009, Drama | Horror | Romance,Kåre Hedebrant,Let the Right One In,Per Ragnar,vampire|girl|boy|blood|bullying,4000000,2008,8.0
Jonathan Levine,99,Ben Kingsley,2077046172008, Comedy | Drama | Romance,Josh Peck,The Wackness,Olivia Thirlby,summer|new york city|marijuana|therapy|ice cream,6000000,2008,7.0
Aditya Chopra,167,Vinay Pathak,207434692009, Comedy | Drama | Musical | Romance,Shah Rukh Khan,Rab Ne Bana Di Jodi,Anushka Sharma,marriage|disguise|dancing|local blockbuster|assumed identity,220000000,2008,7.1
John Crowley,94,Bill Milner,2024225102009, Drama,Michael Caine,Is Anybody There?,Anne-Marie Duff,magician|question mark in title|widower|truck crash|soccer ball,,2009,6.8
Mark Pellington,99,George Lopez,1835293172008, Comedy | Drama,Luke Wilson,Henry Poole Is Here,Radha Mitchell,neighbor|stain|neighborhood|house|miracle,,2008,6.5
Carlos Cuarón,106,Diego Luna,1826674212009, Comedy | Drama | Sport,Gael García Bernal,Rudo y Cursi,Guillermo Francella,soccer|gambling|mexican|banana|mexico city,,2009,6.7
Steven Soderbergh,134,Benicio Del Toro,1731665152009, Biography | Drama | History | War,Julia Ormond,Che: Part One,Oscar Isaac,army|fidel castro|che guevara|guerrilla warfare|guerrilla army,35000000,2009,7.2
José Iván Santiago,,Maestro,1666769312008, Action | Crime | Drama | Music,Daddy Yankee,Talento de barrio,Katiria Soto,reggaeton|barrio|thug|drug|urban setting,,2008,5.4
Olivier Assayas,103,Charles Berling,1641025212009, Drama | Family,Juliette Binoche,Summer Hours,Jérémie Renier,family relationships|memory|childhood memory|children|death,4400000,2009,7.3
Fatih Akin,103,Natalie Portman,1585859182009, Comedy | Drama | Romance,Shia LaBeouf,"New York, I Love You",Bradley Cooper,diamond|park|anniversary|pickpocket|wedding,14700000,2009,6.3
Matteo Garrone,137,Salvatore Abbruzzese,157763952009, Crime | Drama,Gianfelice Imparato,Gomorrah,Toni Servillo,italy|mafia|criminal|five stories|camorra,,2009,7.0
Yôjirô Takita,130,Ryôko Hirosue,1542503112010, Drama | Music,Masahiro Motoki,Departures,Tsutomu Yamazaki,cellist|orchestra|funeral|death|ritual,,2009,8.1
Abbas Alibhai Burmawalla,149,Akshaye Khanna,1367024112008, Action | Crime | Drama | Thriller,Saif Ali Khan,Race,Bipasha Basu,stud farm|alcoholic|secretary|model|rival,,2008,6.6
Rich Christiano,96,Jansen Panettiere,135507972010, Drama,Gavin MacLeod,The Secrets of Jonathan Sperry,Robert Guillaume,boy|1970s|christian|christian film|note,1000000,2009,6.8
Tarun Mansukhani,145,John Abraham,123502852008, Comedy | Drama | Romance,Abhishek Bachchan,Dostana,Priyanka Chopra,gay|boss|apartment|photographer|university of miami,5000000,2008,6.5
Richard Linklater,114107,Claire Danes,1186957192010, Drama,Zac Efron,Me and Orson Welles,Christian McKay,mercury theatre|theatre|opening night|school|high school,25000000,2009,6.8
Barry Levinson,104,John Turturro,1089365122008, Comedy | Drama,Robert De Niro,What Just Happened,Stanley Tucci,hollywood|cannes|beard|agent|actor,25000000,2008,5.7
Anna Boden,114,Jose Rijo,108192272009, Drama | Sport,Algenis Perez Soto,Sugar,Walki Cuevas,baseball|minor league|dominican republic|rookie|mother,,2009,7.2
Arnaud Desplechin,,Jean-Paul Roussillon,1060602302009, Comedy | Drama,Catherine Deneuve,A Christmas Tale,Mathieu Amalric,transplant|debt|banishment|christmas|bone marrow transplant,,2008,7.1
Ajay Devgn,156,Kajol,1028191252008, Comedy | Drama | Romance,Ajay Devgn,U Me Aur Hum,Sumeet Raghvan,cruise|psychiatrist|directed by star|snorricam|story telling,,2008,6.1
Roger Spottiswoode,125,Radha Mitchell,1027749102008, Drama | War,Jonathan Rhys Meyers,The Children of Huang Shi,Yun-Fat Chow,british|nurse|journalist|communist|orphan,40000000,2008,7.1
Ram Gopal Varma,,Abhishek Bachchan,1009065272008, Action | Crime | Drama | Thriller,Amitabh Bachchan,Sarkar Raj,Aishwarya Rai Bachchan,power|power plant|man with glasses|secret plan|mumbai india,,2008,6.8
Cédric Klapisch,130,Romain Duris,1005168182009, Comedy | Drama | Romance,Fabrice Luchini,Paris,Joffrey Platel,place name in title|city name as title|taxi|sms|cemetery,12000000,2008,6.9
Stephen Belber,93,Steve Zahn,933224312009, Comedy | Drama | Romance,Jennifer Aniston,Management,Woody Harrelson,motel|motel manager|watching television|airplane|soccer player,,2009,5.9
Martin Provost,125121,Ulrich Tukur,88327052010, Biography | Drama,Yolande Moreau,Séraphine,Anne Bennent,artist|agent artist relationship|connoisseur|female painter|maid,,2008,7.4
Ramin Bahrani,91,Red West,87127562009, Drama,Souleymane Sy Savane,Goodbye Solo,Diana Franco Galindo,friendship|north carolina|senegalese|box office|pregnancy,,2009,7.4
Kelly Reichardt,80,Lucy,856942242009, Drama,Michelle Williams,Wendy and Lucy,David Koppell,car|dog|rape threat|vulnerable|flip phone,200000,2009,7.1
Christophe Barratier,120,Clovis Cornillac,850575192009, Drama | Music | Musical | Romance,Gérard Jugnot,Faubourg 36,Kad Merad,murder|music hall|faubourg|new year's eve|love,,2008,6.6
Sean McGinly,90,John Malkovich,74836332009, Comedy | Drama,Colin Hanks,The Great Buck Howard,Tom Hanks,law school dropout|law school|comeback|career|personal assistant,,2009,6.5
Philipp Stölzl,126,Florian Lukas,710993112010, Adventure | Drama | History | Sport,Benno Fürmann,North Face,Johanna Wokalek,nazi|alps|alpinist|man versus nature|wehrmacht,,2008,7.4
Siddharth Anand,152,Bipasha Basu,691678292008, Comedy | Drama | Romance,Ranbir Kapoor,Bachna Ae Haseeno,Minissha Lamba,sydney australia|switzerland|bombay|zurich switzerland|year 1996,180000000,2008,6.2
Gianni Di Gregorio,75,Marina Cacciotti,67372132010, Comedy | Drama,Valeria De Franciscis,Mid-August Lunch,Maria Calì,august|wine|aunt|elderly|fish,500000,2008,7.0
Michael Salomon,86,Rodney Carrington,66604572008, Comedy,Toby Keith,Beer for My Horses,Claire Forlani,bound and gagged|drug lord|crystal meth|rescue|oklahoma,,2008,4.9
Cyrus Nowrasteh,,Jim Caviezel,655647202009, Drama,Shohreh Aghdashloo,The Stoning of Soraya M.,Mozhan Marnò,car|village|iran|death penalty|rural setting,,2009,8.0
Ryan Little,,Penn Badgley,630649312008, Drama | Sport,Sean Faris,Forever Strong,Gary Cole,rugby|coach|montage|juvie|father son relationship,,2008,7.3
John Woo,150,Takeshi Kaneshiro,626809262010, Action | Adventure | Drama | History | War,Tony Leung Chiu-Wai,Red Cliff,Fengyi Zhang,battle|china|alliance|strategy|chinese,553632000,2009,7.4
Jan Troell,131106,Mikael Persbrandt,606126192009, Biography | Drama,Maria Heiskanen,Everlasting Moments,Jesper Christensen,camera|working class|alcoholic|1900s|contessa camera,4773906,2008,7.5
Anne Fontaine,95,Roschdy Zem,601923302009, Comedy | Drama,Fabrice Luchini,La fille de Monaco,Stéphane Audran,gigolo|weather girl|bodyguard|dysfunctional marriage|unhappy marriage,,2008,5.8
Abbas Tyrewala,155,Genelia D'Souza,60092212008, Comedy | Drama | Romance,Imran Khan,Jaane Tu... Ya Jaane Na,Manjari Phadnis,best friend|girlfriend|airport|flashback|diner,100000000,2008,7.5
Samir Karnik,139,Vatsal Seth,587206312008, Action | Adventure | Comedy | Crime | Musical,Sohail Khan,Heroes,Amrita Arora,,20000000,2008,5.7
Joshua Seftel,107,Marisa Tomei,57852712008, Action | Comedy | Thriller,John Cusack,"War, Inc.",Hilary Duff,corporation|satire|reporter|assassin|pop star,10000000,2008,5.7
Robby Henson,88,Heidi Dippold,574940192008, Drama | Horror | Thriller,Reynaldo Rosales,House,Michael Madsen,game|evil|dinner|tin can|sunrise,2500000,2008,4.7
Eran Riklis,106,Rona Lipaz-Michael,56605272009, Drama,Hiam Abbass,Etz Limon,Ali Suliman,grove|trees|lemon|security|secret service,,2008,7.4
Subhash Ghai,151,Anil Kapoor,56544052008, Comedy | Drama | Romance,Salman Khan,Yuvvraaj,Zayed Khan,love|hospital|doctor|inhaler|boyfriend girlfriend relationship,,2008,4.1
Tim Disney,,Will Patton,55293352009, Drama,Nicole Beharie,American Violet,Alfre Woodard,texas|single mother|yelling|abuse|racial issues,,2009,7.1
Jean-François Richet,113,Cécile De France,551660252011, Action | Biography | Crime | Drama | Thriller,Vincent Cassel,Mesrine Part 1: Killer Instinct,Gérard Depardieu,mesrine|gangster|france|epic|murder,,2008,7.6
Martin Koolhoven,103,Jamie Campbell Bower,542860292011, Drama | History | War,Martijn Lakemeier,Oorlogswinter,Yorick van Wageningen,horse|wilhelm scream|resistance movement|occupation|nazi,4000000,2008,7.0
Patrik-Ian Polk,,Rodney Chester,532244122008, Drama | Romance,Darryl Stephens,Noah's Arc: Jumping the Broom,Gary LeRoi Gray,friend|wedding|rapper|martha's vineyard|baby,,2008,6.7
Marc F. Adler,94,Val Kilmer,511920122008, Animation | Adventure | Comedy | Fantasy | Romance,Freddie Prinze Jr.,Delgo,Anne Bancroft,villainess|box office flop|surrealism|one word title|computer animation,40000000,2008,4.4
Ben Sombogaart,130,Anna Drijver,497252212011, Drama,Karina Smulders,Bride Flight,Elise Schaap,new zealand|bride|dutch|jewish|funeral,,2011,7.1
Jaideep Sen,110,Irrfan Khan,487215252008, Action | Comedy | Crime | Drama,Juhi Chawla,Krazzy 4,Arshad Warsi,mental patient|doctor|anger|voice over narration|urination,,2008,4.1
Paul Morrison,112,Javier Beltrán,480339252009, Biography | Drama | Romance,Robert Pattinson,Little Ashes,Matthew McNulty,writer|artist|friend|artistic|cadaques,2500000,2009,6.6
Aziz Mirza,153,Vidya Balan,47975912008, Comedy | Drama | Romance,Shahid Kapoor,Kismat Konnection,Vishal Malhotra,architect|lucky charm|unemployment|heartbreak|nightclub,,2008,5.2
Uli Edel,150184,Moritz Bleibtreu,47627042009, Action | Biography | Crime | Drama,Martina Gedeck,The Baader Meinhof Complex,Johanna Wokalek,terrorist|red army faction|robbery|kidnapping|police,20000000,2008,7.4
Mabrouk El Mechri,97,Valérie Bodson,470691162009, Comedy | Crime | Drama,Jean-Claude Van Damme,JCVD,Hervé Sogne,filmmaking|entire title is capitalized acronym|actor playing himself|actor name in title|brussels belgium,10000000,2008,7.2
Vijay Krishna Acharya,120,Saif Ali Khan,42892322008, Action | Comedy | Crime | Drama | Romance,Akshay Kumar,Tashan,Kareena Kapoor,police|love|call center|gangster|bounty hunter,8247000,2008,3.9
Steve Conrad,86,John C. Reilly,406252112008, Comedy,Seann William Scott,The Promotion,Chris Conrad,motivational tape|canada|supermarket|lunchroom|urination,8000000,2008,5.7
Joon-ho Bong,112,Ryô Kase,351059122009, Comedy | Drama | Fantasy,Ayako Fujitani,Tokyo!,Ayumi Itô,anthology|metamorphosis|pizza delivery|chair|male nudity,,2008,7.1
Michael Keaton,110,Kelly Macdonald,346286242009, Drama,Michael Keaton,The Merry Gentleman,Tom Bastounes,detective|party|killer|hitman|abusive relationship,5000000,2009,6.6
Jean-Pierre Dardenne,,Jérémie Renier,337696272009, Drama,Arta Dobroshi,Le silence de Lorna,Fabrizio Rongione,money|bar|junkie|belgium|albanian,,2008,7.2
