director_name,duration,actor_2_name,gross,genres,actor_1_name,movie_title,actor_3_name,plot_keywords,budget,title_year,imdb_score
Ron Howard,138146,Ewan McGregor,133375846312009, Mystery | Thriller,Tom Hanks,Angels & Demons,Ayelet Zurer,illuminati|reference to bernini|reference to raphael|murder|conclave,150000000,2009,6.7
McG,115118,Sam Worthington,12532000342009, Action | Adventure | Sci-Fi,Christian Bale,Terminator Salvation,Anton Yelchin,skynet|machine|future|death row|rescue,200000000,2009,6.6
Phil Lord,90,Bill Hader,124870275222010, Animation | Comedy | Family | Fantasy | Sci-Fi,Anna Faris,Cloudy with a Chance of Meatballs,Bruce Campbell,food|mayor|sardine|weather|cgi animation,100000000,2009,7.0
Quentin Tarantino,153,Diane Kruger,120523073112009, Adventure | Drama | War,Brad Pitt,Inglourious Basterds,Eli Roth,german|france|scalping|revenge|nazis,75000000,2009,8.3
Hoyt Yeatman,88,Penélope Cruz,119420252272009, Animation | Action | Adventure | Comedy | Family | Fantasy | Sci-Fi,Will Arnett,G-Force,Zach Galifianakis,guinea pig|household appliance|secret agent|cgi animation|fbi director,150000000,2009,5.1
Neill Blomkamp,112,David James,115646235302009, Action | Sci-Fi | Thriller,Sharlto Copley,District 9,Jason Cope,alien|prawn|ghetto|refugee|refugee camp,30000000,2009,8.0
Nancy Meyers,,Steve Martin,112703470262010, Comedy | Drama | Romance,Meryl Streep,It's Complicated,Alec Baldwin,affair|graduation|divorce|watching television|vomiting,85000000,2009,6.6
Peter Billingsley,113,Malin Akerman,109176215292010, Comedy,Vince Vaughn,Couples Retreat,Jon Favreau,couple|marriage|island|tropical|voyeurism,60000000,2009,5.5
Zack Snyder,162186215,Patrick Wilson,107503316222009, Action | Drama | Mystery | Sci-Fi,Jackie Earle Haley,Watchmen,Carla Gugino,conspiracy|false promise of the american dream|male nudity|masked vigilante|doomsday clock,130000000,2009,7.6
Ron Clements,97,Keith David,104374107262010, Animation | Adventure | Comedy | Family | Fantasy | Musical | Romance,Anika Noni Rose,The Princess and the Frog,Oprah Winfrey,new orleans jazz|new orleans|frog|frog prince|dream,105000000,2009,7.1
Michael Mann,140,Johnny Depp,97030725282009, Biography | Crime | Drama | History | Romance,Christian Bale,Public Enemies,Christian Stolte,public enemy number one|celebrity criminal|bank|fbi|1930s,100000000,2009,7.0
Nora Ephron,118,Meryl Streep,94125426272009, Biography | Drama | Romance,Amy Adams,Julie & Julia,Chris Messina,cook|cooking|blog|french cuisine|based on multiple works,40000000,2009,7.0
Ken Kwapis,129,Jennifer Connelly,93952276122009, Comedy | Drama | Romance,Jennifer Aniston,He's Just Not That Into You,Morgan Lily,lingerie slip|dating|advertising|bar|six word title,40000000,2009,6.4
Tyler Perry,103,Keshia Knight Pulliam,90485233172009, Comedy | Crime | Drama,Tyler Perry,Madea Goes to Jail,Derek Luke,madea series|cross dressing|adaptation directed by original author|sequel|remake,,2009,4.2
Robert Luketic,96,Gerard Butler,8891521422009, Comedy | Romance,Katherine Heigl,The Ugly Truth,Bree Turner,chick flick|show producer|date|call in|hot air balloon,38000000,2009,6.5
Jason Reitman,109108,Vera Farmiga,8381346022010, Drama | Romance,George Clooney,Up in the Air,Anna Kendrick,on the road|travel|airport|downsizing|business trip,25000000,2009,7.4
Alex Proyas,121,Chandler Canterbury,7994811332009, Drama | Mystery | Sci-Fi | Thriller,Nicolas Cage,Knowing,Rose Byrne,number|disaster|end of the world|time capsule|student,50000000,2009,6.2
Peter Chelsom,102,Emily Osment,7956687172009, Comedy | Drama | Family | Music | Romance,Miley Cyrus,Hannah Montana: The Movie,Billy Ray Cyrus,overalls|hannah montana|horseback riding|farm|female protagonist,30000000,2009,4.2
Spike Jonze,101,Catherine O'Hara,7722218452010, Adventure | Drama | Family | Fantasy,Max Records,Where the Wild Things Are,Forest Whitaker,based on children's book|creature|king|imagination|igloo,100000000,2009,6.8
Ruben Fleischer,88,Emma Stone,75590286112009, Adventure | Comedy | Horror | Sci-Fi,Jesse Eisenberg,Zombieland,Woody Harrelson,zombie|on the road|zombie spoof|amusement park|zombie apocalypse,23600000,2009,7.7
Henry Selick,100,Teri Hatcher,75280058262009, Animation | Family | Fantasy,Dakota Fanning,Coraline,John Hodgman,parallel worlds|stop motion|scissors|new home|dream,60000000,2009,7.7
F. Gary Gray,109118,Jamie Foxx,73343413292010, Crime | Drama | Thriller,Gerard Butler,Law Abiding Citizen,Leslie Bibb,justice|deal|investigation|criminal mastermind|attorney,50000000,2009,7.4
Thor Freudenthal,100,Jake T. Austin,73023275222009, Comedy | Family,Emma Roberts,Hotel for Dogs,Lisa Kudrow,overalls|dog|foster home|abandoned hotel|playing with a dog,35000000,2009,5.4
John Hamburg,105,Jason Segel,71347010292009, Comedy | Romance,Paul Rudd,"I Love You, Man",Rashida Jones,bromance|homosexual subtext|friend|gay brother|wedding,40000000,2009,7.1
Steve Shill,108,Idris Elba,68261644122009, Drama | Romance | Thriller,Beyoncé Knowles,Obsessed,Ali Larter,stalking|bare feet|chandelier|champagne|headset,20000000,2009,4.9
Andy Fickman,98,Carla Gugino,6712820232009, Action | Adventure | Family | Fantasy | Sci-Fi | Thriller,Dwayne Johnson,Race to Witch Mountain,AnnaSophia Robb,spacecraft|ufo|alien|military|mountain,65000000,2009,5.7
David R. Ellis,82,Krista Allen,66466372202009, Horror,Nick Zano,The Final Destination,Andrew Fiscella,car crash|collapsing scaffold|tooth knocked out|overflowing bathtub|attempted suicide,40000000,2009,5.2
Tony Scott,106,John Travolta,65452312212009, Action | Crime | Thriller,Denzel Washington,The Taking of Pelham 1 2 3,Luis Guzmán,train|hostage|subway|hijack|ransom,100000000,2009,6.4
Marcus Nispel,97106,Amanda Righetti,64997188172009, Horror,Jared Padalecki,Friday the 13th,Derek Mears,camp|lake|missing sister|murder|masked killer,19000000,2009,5.6
Burr Steers,102,Matthew Perry,64149837312009, Comedy | Drama | Family | Fantasy,Zac Efron,17 Again,Leslie Mann,adult as child|father son relationship|high school student|school|janitor,20000000,2009,6.4
Robert Schwentke,107,Rachel McAdams,63411478272009, Drama | Fantasy | Romance | Sci-Fi,Eric Bana,The Time Traveler's Wife,Ron Livingston,male objectification|librarian|kissing while having sex|pregnant woman in bathtub|jumping on a bed,39000000,2009,7.1
Larry Charles,81,Gustaf Hammarsten,59992760142009, Comedy,Sacha Baron Cohen,Brüno,Clifford Bañagale,fame|austrian|mockumentary|gay lead character|fashion,42000000,2009,5.8
Gary Winick,89,Anne Hathaway,5871551082009, Comedy | Romance,Kate Hudson,Bride Wars,Candice Bergen,wedding|best friend|rivalry|fake tan|dyed hair,30000000,2009,5.4
Peter Cornwell,92102,Martin Donovan,5532552682009, Drama | Horror | Mystery | Thriller,Virginia Madsen,The Haunting in Connecticut,Elias Koteas,cancer|funeral home|body hidden behind a wall|vomiting|financial problem,,2009,5.9
Mark Waters,,Jennifer Garner,5223613172009, Comedy | Fantasy | Romance,Matthew McConaughey,Ghosts of Girlfriends Past,Emma Stone,wedding|ghost|mens room|womanizer|kissing while having sex,,2009,5.7
Judd Apatow,146153,Seth Rogen,51814190112009, Comedy | Drama,Adam Sandler,Funny People,Leslie Mann,comedian|stand up comedian|breasts|craigslist|infidelity,75000000,2009,6.4
Tyler Perry,,Taraji P. Henson,51697449232009, Comedy | Drama,Tyler Perry,I Can Do Bad All by Myself,Adam Rodriguez,nightclub singer|looting|immigrant|love|aunt,13000000,2009,4.1
Patrick Lussier,101,Jaime King,5152778762009, Horror | Thriller,Jensen Ackles,My Bloody Valentine,Kerr Smith,miner|mining town|valentine|coma|valentine's day,15000000,2009,5.5
Walt Becker,,John Travolta,49474048262010, Comedy | Family,Robin Williams,Old Dogs,Seth Green,twin|business deal|impulse|public relations|best friend,35000000,2009,5.4
Brad Silberling,102,Danny McBride,4939209572009, Adventure | Comedy | Sci-Fi,Will Ferrell,Land of the Lost,Anna Friel,time travel|primate|lizard|tyrannosaurus rex|human versus dinosaur,100000000,2009,5.4
Nick Cassavetes,109,Abigail Breslin,4918599822009, Drama,Cameron Diaz,My Sister's Keeper,Alec Baldwin,leukemia|oncology|terminal illness|sick child|hospital,30000000,2009,7.4
Lee Daniels,110,Mo'Nique,4753695952010, Drama,Gabourey Sidibe,Precious,Paula Patton,self narration|mother daughter conflict|teenage mother|teenage daughter|fat girl,10000000,2009,7.3
Patrick Tatopoulos,92,Michael Sheen,45802315272009, Action | Adventure | Fantasy | Sci-Fi | Thriller,Rhona Mitra,Underworld: Rise of the Lycans,Bill Nighy,vampire|slave|battle|werewolf|warrior,35000000,2009,6.6
P.J. Hogan,104,Hugh Dancy,44268860222009, Comedy | Family | Romance,Isla Fisher,Confessions of a Shopaholic,Krysten Ritter,magazine|debt|shopping|journalist|shopaholic,,2009,5.9
Peter Jackson,135,Mark Wahlberg,4398284252010, Drama | Fantasy | Thriller,Rachel Weisz,The Lovely Bones,Saoirse Ronan,pedophile|1970s|afterlife|rape|child molester,65000000,2010,6.7
Harold Ramis,97100,Michael Cera,43337279142009, Adventure | Comedy,Jack Black,Year One,Olivia Wilde,sodom|cain and abel|prehistoric times|anachronism|bloopers during credits,60000000,2009,4.9
David S. Goyer,8889,Gary Oldman,42638165272009, Drama | Fantasy | Horror | Mystery | Thriller,Odette Annable,The Unborn,Cam Gigandet,possession|nightmare|experiment|babysitting|twin,16000000,2009,4.8
Jorge Blanco,91,Seann William Scott,4219406052010, Animation | Adventure | Comedy | Family | Sci-Fi,Dwayne Johnson,Planet 51,Jessica Biel,astronaut|planet|alien|alien planet|teenager,70000000,2009,6.1
Sam Raimi,99,Justin Long,42057340312009, Comedy | Horror | Thriller,Alison Lohman,Drag Me to Hell,Ruth Livier,psychic|evil|fight|psychologist|hell,30000000,2009,6.6
Jaume Collet-Serra,123,Peter Sarsgaard,4157374022009, Horror | Mystery | Thriller,Vera Farmiga,Orphan,Isabelle Fuhrman,winter time|girl|orphan|hide and seek|cat and mouse,,2009,7.0
Tony Gilroy,125,Clive Owen,40559930222009, Comedy | Crime | Romance | Thriller,Julia Roberts,Duplicity,Tom Wilkinson,product|ceo|rivalry|dubai|spy,60000000,2009,6.2
Scott Cooper,112,Maggie Gyllenhaal,39462438282010, Drama | Music | Romance,Jeff Bridges,Crazy Heart,Colin Farrell,country music|singer|musician|journalist|country western singer,7000000,2010,7.3
Jonathan Mostow,89,Radha Mitchell,38542418272009, Action | Sci-Fi | Thriller,Bruce Willis,Surrogates,Ving Rhames,fbi agent|future|robot|murder|android,80000000,2009,6.3
James McTeigue,99,Naomie Harris,3810507752010, Action | Crime | Thriller,Rick Yune,Ninja Assassin,Rain,ninja|kung fu|martial artist|critically bashed|martial arts,40000000,2009,6.4
Clint Eastwood,134,Matt Damon,37479778192010, Biography | Drama | History | Sport,Morgan Freeman,Invictus,Tony Kgoroge,rugby|president|south africa|nelson mandela|apartheid,60000000,2009,7.4
Kevin Macdonald,127,Rachel McAdams,36965395122009, Crime | Drama | Mystery | Thriller,Russell Crowe,State of Play,Ben Affleck,congressman|newspaper|conspiracy|political conspiracy|print journalism,,2009,7.1
George Tillman Jr.,122128,Anthony Mackie,36842118272009, Biography | Crime | Drama | Music,Jamal Woolard,Notorious,Derek Luke,death|gun|shot to death|fame|rap music,20000000,2009,6.6
Harald Zwart,92,Jean Reno,35922978202009, Adventure | Comedy | Crime | Family | Mystery,Steve Martin,The Pink Panther 2,Emily Mortimer,inspector|detective|pink panther|panther|theft,70000000,2009,5.5
Phil Traill,99,Bradley Cooper,3386001042009, Adventure | Comedy | Romance,Sandra Bullock,All About Steve,Thomas Haden Church,crossword puzzle|fall|mine shaft|eccentric|blind date,15000000,2009,4.8
Rob Zombie,105119,Tyler Mane,33386128202009, Horror,Scout Taylor-Compton,Halloween II,Malcolm McDowell,hospital|rampage|michael myers|halloween|extreme violence,15000000,2009,4.9
Steven Soderbergh,108,Tony Hale,33313582112009, Comedy | Crime | Drama,Matt Damon,The Informant!,Patton Oswalt,fbi|spy|informant|compulsive liar|investigation,22000000,2009,6.5
Dennis Iliadis,110114,Monica Potter,3272163582009, Crime | Horror | Thriller,Garret Dillahunt,The Last House on the Left,Tony Goldwyn,lake|psychopath|microwave oven|kidnapping|woods,15000000,2009,6.6
Grant Heslov,94,George Clooney,32416109292010, Comedy | War,Ewan McGregor,The Men Who Stare at Goats,Kevin Spacey,goat|reporter|general|first person narration|hampster,25000000,2009,6.2
Marc Webb,95,Joseph Gordon-Levitt,32391374202009, Comedy | Drama | Romance,Zooey Deschanel,(500) Days of Summer,Geoffrey Arend,true love|summer|friend|greeting card|office,7500000,2009,7.7
Paul McGuigan,111,Dakota Fanning,3180610082009, Action | Sci-Fi | Thriller,Camilla Belle,Push,Chris Evans,hong kong|escape|hiding|government agency|telekinetic,38000000,2009,6.1
Shane Acker,79,Jennifer Connelly,31743332272009, Animation | Action | Adventure | Drama | Mystery | Sci-Fi | Thriller,Elijah Wood,9,Crispin Glover,post apocalypse|machine|post apocalyptic|number|key,30000000,2009,7.1
Joe Wright,117,Robert Downey Jr.,3167093132009, Biography | Drama | Music,Jamie Foxx,The Soloist,Catherine Keener,musician|los angeles times|journalist|columnist|wearing a traffic cone as a hat,60000000,2009,6.7
Michael Spierig,98,Willem Dafoe,2997597952010, Action | Horror | Sci-Fi | Thriller,Ethan Hawke,Daybreakers,Sam Neill,vampire|blood|year 2019|rationing|vampire society,20000000,2010,6.5
Marc Lawrence,,Sarah Jessica Parker,29580087222010, Comedy | Drama | Romance,Hugh Grant,Did You Hear About the Morgans?,Sam Elliott,witness|fbi|witness protection|wyoming|murder,58000000,2009,4.7
Nelson McCormick,101,Dylan Walsh,29062561202009, Crime | Thriller,Penn Badgley,The Stepfather,Sela Ward,military school|head dunked in water|playing a video game|plastic bag|suffocating,,2009,5.6
Charles Guard,87,Arielle Kebbel,28573173272009, Drama | Horror | Mystery | Thriller,Emily Browning,The Uninvited,Elizabeth Banks,nurse|boathouse|slit wrists|daughter hates father's girlfriend|hypodermic needle,,2009,6.4
Jim Sheridan,105,Natalie Portman,28501651152010, Drama | Thriller | War,Jake Gyllenhaal,Brothers,Tobey Maguire,afghanistan|prisoner|presumed dead|war trauma|death of soldier,26000000,2009,7.1
Kevin Greutert,9092,Costas Mandylor,27669413202009, Horror | Mystery,Tobin Bell,Saw VI,Mark Rolston,jigsaw|pig mask|game of death|deception|flash photography,11000000,2009,6.0
Antoine Fuqua,132,Don Cheadle,27154426142010, Crime | Drama | Thriller,Richard Gere,Brooklyn's Finest,Ethan Hawke,corrupt cop|catholic|new york city|police detective|police officer killed,17000000,2010,6.7
Damien Dante Wayans,88,Shawn Wayans,25615792172009, Action | Comedy | Music,Marlon Wayans,Dance Flick,Shoshana Bush,dance|african american|rap|parody|overalls,25000000,2009,3.5
Olatunde Osunsanmi,98,Elias Koteas,2546448012010, Mystery | Sci-Fi | Thriller,Milla Jovovich,The Fourth Kind,Will Patton,alien|alaska|owl|abduction|patient,10000000,2009,5.9
Tom Tykwer,118,Naomi Watts,25450527202009, Action | Crime | Drama | Mystery | Thriller,Clive Owen,The International,Armin Mueller-Stahl,bank|interpol|district attorney|chase|murder,50000000,2009,6.5
John Schultz,86,Robert Hoffman,25200412202009, Animation | Adventure | Comedy | Family | Fantasy | Sci-Fi,Ashley Tisdale,Aliens in the Attic,Carter Jenkins,attic|alien|mind control|boyfriend|nintendo ds,45000000,2009,5.4
Jody Hill,86,Anna Faris,23993605122009, Comedy | Crime | Drama,Seth Rogen,Observe and Report,Ray Liotta,mall|security guard|police detective|pubic hair|male pubic hair,18000000,2009,5.8
Dito Montiel,105,Terrence Howard,2303632052009, Action | Drama | Sport,Channing Tatum,Fighting,Luis Guzmán,boyfriend girlfriend relationship|alabama|wrestling|fighting|single mother,,2009,5.6
Brandon Camp,,Aaron Eckhart,22927390302009, Drama | Romance,Jennifer Aniston,Love Happens,Dan Fogler,florist|self help guru|widower|motivational speaker|seminar,18000000,2009,5.6
Kevin Tancharoen,107123,Bebe Neuwirth,2245220942009, Comedy | Drama | Musical | Romance,Kelsey Grammer,Fame,Megan Mullally,teacher|school|performing arts|student|new york,18000000,2009,5.0
Wes Anderson,87,Meryl Streep,2099910322010, Animation | Adventure | Comedy | Crime | Family,George Clooney,Fantastic Mr. Fox,Bill Murray,fox|farmer|farm|cider|tale,40000000,2009,7.8
Robert Rodriguez,89,James Spader,20916309112009, Comedy | Family | Fantasy,Jimmy Bennett,Shorts,Kat Dennings,boy|rock|story continued during end credits|family relationships|two headed person,40000000,2009,4.8
Steve Carr,91,Keir O'Donnell,20819129172015, Action | Comedy | Crime,Kevin James,Paul Blart: Mall Cop,Jayma Mays,mall|security guard|cell phone|text messaging|hostage,26000000,2009,5.2
Mark Neveldine,95,Michael C. Hall,2048857922009, Action | Sci-Fi | Thriller,Gerard Butler,Gamer,Ludacris,convict|death|battle|mind control|role playing,50000000,2009,5.8
Juan José Campanella,129,Soledad Villamil,2016742482016, Drama | Mystery | Thriller,Ricardo Darín,The Secret in Their Eyes,Pablo Rago,justice|murder|investigation|suspect|tension,2000000,2010,8.2
Rob Marshall,118,Marion Cotillard,1967342452010, Drama | Musical | Romance,Daniel Day-Lewis,Nine,Penélope Cruz,based on stage musical based on film|mistress|film director|italian|box office flop,80000000,2009,5.8
David Bowers,94,Nicolas Cage,19548064152010, Animation | Action | Comedy | Family | Sci-Fi,Freddie Highmore,Astro Boy,Kristen Bell,robot|scientist|gladiator|betrayal|futuristic,65000000,2009,6.3
Ricky Gervais,100,Jennifer Garner,18439082112009, Comedy | Fantasy | Romance,Ricky Gervais,The Invention of Lying,Jonah Hill,truth|lie|screenwriter|heaven|genetics,18500000,2009,6.4
Will Gluck,9091,Nicholas D'Agosto,1723129132009, Comedy,Eric Christian Olsen,Fired Up!,Sarah Roemer,public nudity|male rear nudity|cheerleader camp|cheerleader|high school,20000000,2009,6.2
Vincenzo Natali,104,Sarah Polley,16999046302010, Drama | Horror | Sci-Fi,Adrien Brody,Splice,Delphine Chanéac,interspecies sex|monster rape|dna|genetics|scientist,26000000,2010,5.8
Jonas Elmer,97,Harry Connick Jr.,16699684202009, Comedy | Romance,Renée Zellweger,New in Town,Siobhan Fallon Hogan,plant|minnesota|small town|manufacturing|love,8000000,2009,5.6
Karyn Kusama,102107,Amanda Seyfried,16204793202009, Comedy | Horror,Megan Fox,Jennifer's Body,Adam Brody,hook for hand|condom|satanic ritual|cannibalism|cheerleader,16000000,2009,5.1
Karey Kirkpatrick,,Thomas Haden Church,16088610142009, Comedy | Drama | Family | Fantasy,Eddie Murphy,Imagine That,Yara Shahidi,sleepover|competition|blanket|feather|family relationships,55000000,2009,5.6
Greg Mottola,,Kristen Stewart,16025394222009, Comedy | Drama | Romance,Jesse Eisenberg,Adventureland,Ryan Reynolds,friendship|1980s|amusement park|summer job|strong female character,,2009,6.8
Nimród Antal,88,Matt Dillon,1598887682010, Action | Crime | Thriller,Columbus Short,Armored,Laurence Fishburne,guard|armored truck|heist|blood splatter|die hard scenario,27000000,2009,5.7
David Twohy,98108,Steve Zahn,15483540112009, Adventure | Mystery | Thriller,Milla Jovovich,A Perfect Getaway,Timothy Olyphant,newlywed|hawaii|tourist|murder|honeymoon,14000000,2009,6.5
Miguel Arteta,90,Portia Doubleday,15281286192010, Comedy | Drama | Romance,Michael Cera,Youth in Revolt,Ray Liotta,masturbation|boarding school|alter ego|exploding trailer|teen movie,18000000,2010,6.5
Neal Brennan,89,Ving Rhames,15102127252009, Comedy,Jeremy Piven,"The Goods: Live Hard, Sell Hard",David Koechner,fourth of july|mirror|sex toy|looking at one's self in a mirror|young version of character,,2009,5.8
Richard Kelly,115,James Marsden,1504567612010, Drama | Fantasy | Mystery | Thriller,Cameron Diaz,The Box,Frank Langella,moral dilemma|nosebleed|alien|library|supernatural power,16000000,2009,5.6
Chris Columbus,102,Paul Rust,14793904252009, Comedy | Romance,Hayden Panettiere,"I Love You, Beth Cooper",Jack Carpenter,speech|popular girl|cheerleader|party|valedictorian,18000000,2009,5.3
Mira Nair,111,Richard Gere,1424103482010, Adventure | Biography | Drama | Romance,Hilary Swank,Amelia,Ewan McGregor,flying|amelia earhart|globe|ocean|aviatrix,40000000,2009,5.8
Paul Weitz,,John C. Reilly,13838130202009, Action | Adventure | Fantasy | Thriller,Chris Massoglia,Cirque du Freak: The Vampire's Assistant,Salma Hayek,vampire|spider|antidote|flyer|bad guys win,40000000,2009,5.9
Mark Neveldine,96,Amy Smart,1363022682009, Action | Crime | Thriller,Jason Statham,Crank: High Voltage,Clifton Collins Jr.,horse penis|heart|stripper|prostitute|artificial heart,20000000,2009,6.2
Christian Alvart,109,Ian McShane,13248477122010, Horror | Mystery | Thriller,Renée Zellweger,Case 39,Jodelle Ferland,social worker|female protagonist|fear|death|spinning in chair,26000000,2010,6.2
Drew Barrymore,111,Drew Barrymore,1303441742009, Drama | Sport,Ellen Page,Whip It,Kristen Wiig,pageant|friend|beauty pageant|texas|roller derby,15000000,2009,6.9
Lone Scherfig,100,Peter Sarsgaard,12574715302010, Drama,Carey Mulligan,An Education,Alfred Molina,age difference|1960s|oxford|france|loss of virginity,4500000,2010,7.3
Renny Harlin,108,Ashley Scott,1223293752009, Action | Crime | Thriller,John Cena,12 Rounds,Aidan Gillen,detective|terrorist|2000s|sadist|terrorism,22000000,2009,5.6
Stewart Hendler,101,Rumer Willis,11956207302009, Horror | Mystery,Briana Evigan,Sorority Row,Carrie Fisher,sorority house|prank gone wrong|scantily clad female|stabbed in the neck|shotgun,16000000,2009,5.1
Jean-Marc Vallée,100,Rupert Friend,10991381232010, Biography | Drama | History | Romance,Emily Blunt,The Young Victoria,Paul Bettany,princess|female protagonist|19th century|courtship|queen of england,35000000,2010,7.3
Mike Judge,92,Kristen Wiig,1081418592009, Comedy | Crime | Romance,Jason Bateman,Extract,Ben Affleck,gigolo|on the job injury|hit in the crotch|freak accident|nosy neighbor,8000000,2009,6.2
Bill Duke,99,Taraji P. Henson,1057274262009, Drama | Romance,Morris Chestnut,Not Easily Broken,Maeve Quinlan,african american protagonist|based on novel|title spoken by character,8000000,2009,6.1
Christian Alvart,108,Ben Foster,10326062132009, Action | Horror | Mystery | Sci-Fi | Thriller,Dennis Quaid,Pandorum,Cam Gigandet,survival|spaceship|space|future|mission,33000000,2009,6.8
Troy Duffy,118138,Norman Reedus,10269307122010, Action | Crime | Thriller,Sean Patrick Flanery,The Boondock Saints II: All Saints Day,Billy Connolly,priest|ireland|sheep|justice|final showdown,8000000,2009,6.3
Dominic Sena,101,Gabriel Macht,10268846112009, Action | Crime | Mystery | Thriller,Kate Beckinsale,Whiteout,Tom Skerritt,antarctica|u.s. marshal|investigation|winter|geologist,35000000,2009,5.5
Niels Arden Oplev,15218018612,Noomi Rapace,10095170182011, Crime | Drama | Mystery | Thriller,Michael Nyqvist,The Girl with the Dragon Tattoo,Ewa Fröling,strong female lead|disappearance|journalist|hacker|female hacker,13000000,2010,7.8
Benny Boom,,Mike Epps,10017041262009, Action | Comedy | Crime,Yasiin Bey,Next Day Air,Donald Faison,package|cocaine|wrong address|topless female nudity|slow motion scene,3000000,2009,5.9
Sam Mendes,98,Maya Rudolph,9430988142009, Comedy | Drama | Romance,John Krasinski,Away We Go,Allison Janney,baby|friend|children|road trip|belgium,17000000,2009,7.1
James Wong,85100,James Marsters,9353573292009, Action | Adventure | Fantasy | Sci-Fi | Thriller,Justin Chatwin,Dragonball: Evolution,Yun-Fat Chow,dragon|orb|grandfather|warrior|slow motion,30000000,2009,2.7
Ethan Coen,106,Richard Kind,919052512010, Comedy | Drama,Michael Stuhlbarg,A Serious Man,Sari Lennick,jewish|nose job|rabbi|bar mitzvah|marital breakup,7000000,2009,7.0
