director_name,duration,actor_2_name,gross,genres,actor_1_name,movie_title,actor_3_name,plot_keywords,budget,title_year,imdb_score
David Frankel,109,Meryl Streep,12473296212006, Comedy | Drama,Anne Hathaway,The Devil Wears Prada,Adrian Grenier,magazine|fashion|fashion industry|new york city|publishing,35000000,2006,6.8
Peyton Reed,106,Vince Vaughn,11868313512006, Comedy | Drama | Romance,Jennifer Aniston,The Break-Up,Jon Favreau,break up|art|guessing game|football video game|kitchen,52000000,2006,5.8
Bill Condon,130,Jamie Foxx,103338338132007, Drama | Music | Musical,Beyoncé Knowles,Dreamgirls,Eddie Murphy,singer|trio|1960s|pop chart|fire,70000000,2006,6.5
David Zucker,8389,Regina Hall,90703745282006, Comedy,Anna Faris,Scary Movie 4,Craig Bierko,reference to myspace|sequel|parody|male nudity|female nudity,45000000,2006,5.1
Tom Dey,9795,Sarah Jessica Parker,88658172162006, Comedy | Romance,Matthew McConaughey,Failure to Launch,Kathy Bates,friend|intervention|moving|slacker|secret,50000000,2006,5.6
Spike Lee,129,Clive Owen,88504640302006, Crime | Drama | Mystery | Thriller,Denzel Washington,Inside Man,Jodie Foster,hostage|bank|robber|negotiation|detective,45000000,2006,7.6
Michael Lembeck,97,Martin Short,8449787622007, Adventure | Comedy | Family | Fantasy,Tim Allen,The Santa Clause 3: The Escape Clause,Elizabeth Mitchell,christmas|canada|in laws|box office hit|snowglobe,12000000,2006,4.7
Roger Allers,83,Martin Lawrence,8430355812006, Animation | Adventure | Comedy | Family,Ashton Kutcher,Open Season,Debra Messing,hunter|deer|bear|forest|grizzly bear,85000000,2006,6.2
Gary Winick,97,Julia Roberts,82506325162007, Comedy | Family | Fantasy,Dakota Fanning,Charlotte's Web,Oprah Winfrey,spider|pig|piglet|uncle|barn,,2006,6.4
Shawn Levy,93,Kevin Kline,82226474142006, Adventure | Comedy | Crime | Family | Mystery,Steve Martin,The Pink Panther,Jean Reno,soccer|pink panther|diamond|france|investigation,65000000,2006,5.6
Frank Marshall,120,Jason Biggs,81593527262006, Adventure | Drama | Family,Paul Walker,Eight Below,Bruce Greenwood,sled dog|survival|siberian husky|antarctica|dog,40000000,2006,7.3
Jared Hess,92,Ana de la Reguera,8019799312006, Comedy | Family | Sport,Jack Black,Nacho Libre,Héctor Jiménez,monastery|lucha libre|orphan|nun|wrestling,32000000,2006,5.7
Darren Lynn Bousman,108114121,Shawnee Smith,8015034382006, Horror,Tobin Bell,Saw III,Angus Macfadyen,female full frontal nudity|torture|female nudity|brutality|trap,10000000,2006,6.2
Anthony Russo,110,Owen Wilson,75604320292006, Comedy | Romance,Kate Hudson,"You, Me and Dupree",Matt Dillon,newlywed|best friend|houseguest|wedding|foot fetish,54000000,2006,5.6
Stefen Fangmeier,104,Sienna Guillory,7503016362007, Action | Adventure | Family | Fantasy,Ed Speleers,Eragon,Jeremy Irons,dragon|dragon rider|teenage hero|sword and fantasy|fictional war,100000000,2006,5.1
Gil Kenan,91,Sam Lerner,73661010202006, Animation | Comedy | Family | Fantasy | Mystery,Mitchel Musso,Monster House,Spencer Locke,house|halloween|neighbor|babysitter|suburb,75000000,2006,6.6
Steve Oedekerk,,Courteney Cox,72601713272006, Animation | Comedy | Family,Kevin James,Barnyard,Danny Glover,farmer|cow|cgi animation|howl|howling at the moon,51000000,2006,5.6
Barry Sonnenfeld,99,Cheryl Hines,71402035182006, Adventure | Comedy | Family,Robin Williams,RV,Kristin Chenoweth,road trip|vacation|family relationships|family vacation|dysfunctional family,65000000,2006,5.5
Sylvester Stallone,102139,Antonio Tarver,70269171232007, Drama | Sport,Sylvester Stallone,Rocky Balboa,Milo Ventimiglia,rocky|fight|boxing|restaurant|retired boxer,24000000,2006,7.2
Oliver Stone,129,Michael Peña,70236496132006, Drama | History | Thriller,Nicolas Cage,World Trade Center,Maria Bello,terrorism|twin towers|based on true story|rescue|trapped,63000000,2006,6.0
John Whitesell,99,Emily Procter,70163652262006, Comedy | Crime,Martin Lawrence,Big Momma's House 2,Nia Long,undercover|fbi|nanny|fbi agent|cheerleading,40000000,2006,4.6
Anne Fletcher,104,Jenna Dewan Tatum,65269010132006, Crime | Drama | Music | Romance,Channing Tatum,Step Up,Damaine Radcliff,dance|school|dancer|student|showcase,12000000,2006,6.5
David Bowers,85,Kate Winslet,64459316232007, Animation | Adventure | Comedy | Family,Hugh Jackman,Flushed Away,Ian McKellen,sewer|toad|rat|boat|frog,149000000,2006,6.6
Tony Scott,126,Paula Patton,64034835232007, Action | Sci-Fi | Thriller,Denzel Washington,Deja Vu,Jim Caviezel,atf|surveillance|atf agent|explosion|investigation,75000000,2006,7.0
Simon Brand,85,Greg Kinnear,6367773562011, Crime | Drama | Mystery | Thriller,Jim Caviezel,Unknown,Bridget Moynahan,memory loss|warehouse|mirror|single set production|flashback,3700000,2006,6.5
Michael Mann,134140,Jamie Foxx,63437595292006, Action | Crime | Thriller,Colin Farrell,Miami Vice,Li Gong,police investigation|police detective|drug deal|interracial romance|exploding trailer,135000000,2006,6.0
Tyler Perry,107,Blair Underwood,63231524212006, Comedy | Drama | Romance,Tyler Perry,Madea's Family Reunion,Lynn Whitfield,family reunion|madea series|cross dressing|sister sister relationship|reflective,6000000,2006,5.0
Nancy Meyers,138,Cameron Diaz,63224849262007, Comedy | Romance,Kate Winslet,The Holiday,Jude Law,christmas tree|house|composer|film composer|book,85000000,2006,6.9
Justin Lin,104,Zachery Ty Bryan,6249497512006, Action | Crime | Romance | Thriller,Lucas Black,The Fast and the Furious: Tokyo Drift,Shad Moss,drift racing|car|tokyo japan|challenge|drifting,85000000,2006,6.0
Len Wiseman,106102,Scott Speedman,62318875102006, Action | Adventure | Fantasy | Sci-Fi | Thriller,Kate Beckinsale,Underworld: Evolution,Bill Nighy,vampire|death|werewolf|forbidden love|feud,50000000,2006,6.8
Brian Robbins,98,Kristin Davis,61112916212006, Comedy | Family | Fantasy,Tim Allen,The Shaggy Dog,Craig Kilborn,sheepdog|dog movie|human becoming an animal|elevator|animal as human,50000000,2006,4.4
Wolfgang Petersen,9898,Kurt Russell,6065550342006, Action | Adventure | Drama | Thriller,Richard Dreyfuss,Poseidon,Emmy Rossum,passenger|water|ocean|escape|cruise,160000000,2006,5.6
Robert De Niro,167139,Angelina Jolie,5990104022007, Drama | History | Thriller,Matt Damon,The Good Shepherd,Robert De Niro,o.s.s.|student|cold war|bay of pigs|poetry,90000000,2006,6.7
Jonathan Dayton,101,Toni Collette,59889948232007, Comedy | Drama,Steve Carell,Little Miss Sunshine,Greg Kinnear,graduate student|gay|uncle nephew relationship|sprite|sister sister relationship,8000000,2006,7.8
Matthew O'Callaghan,8678,Drew Barrymore,58336565282006, Animation | Adventure | Comedy | Family,Will Ferrell,Curious George,Eugene Levy,museum|hat|yellow|monkey|shrine,50000000,2006,6.6
Keenen Ivory Wayans,,Marlon Wayans,58255287252006, Comedy | Crime,Shawn Wayans,Littleman,Kerry Washington,diamond|infant|fake|spoof|parody,64000000,2006,4.3
Ericson Core,105,Greg Kinnear,57789574102006, Biography | Drama | Sport,Mark Wahlberg,Invincible,Elizabeth Banks,philadelphia eagles|tryouts|30 year old|bartender|football,40000000,2006,7.1
Dennis Dugan,8075,Jon Heder,57651794192006, Comedy | Romance | Sport,David Spade,The Benchwarmers,Rob Schneider,team|baseball|baseball team|bully|millionaire,33000000,2006,5.6
Edward Zwick,143,Djimon Hounsou,5736626262007, Adventure | Drama | Thriller,Leonardo DiCaprio,Blood Diamond,Jennifer Connelly,elephant|diamond|rebel|fisherman|sierra leone,100000000,2006,8.0
Stephen Frears,10394,Michael Sheen,56437947112007, Biography | Drama,Helen Mirren,The Queen,James Cromwell,queen|prime minister|monarchy|princess diana|speech,9800000,2006,7.3
Andrew Davis,139,Ashton Kutcher,54983983292006, Action | Adventure | Drama,Kevin Costner,The Guardian,Sela Ward,rescue|swimmer|u.s. coast guard|team|training,70000000,2006,6.9
John Moore,110105,Julia Stiles,54606189252006, Horror,Liev Schreiber,The Omen,Seamus Davey-Fitzpatrick,boy|priest|evil|observatory|comet,25000000,2006,5.5
James Wong,9386,Ryan Merriman,54098051142006, Horror,Mary Elizabeth Winstead,Final Destination 3,Kris Lemche,death|roller coaster|premonition|fate|amusement park,25000000,2006,5.8
Christopher Nolan,130,Hugh Jackman,5308274322007, Drama | Mystery | Sci-Fi | Thriller,Christian Bale,The Prestige,Scarlett Johansson,rivalry|illusion|magician|secret|obsession,40000000,2006,8.5
Alejandro Agresti,99,Sandra Bullock,52320979152006, Drama | Fantasy | Romance,Keanu Reeves,The Lake House,Christopher Plummer,parallel time|love across time|house|lake|letter,40000000,2006,6.8
Mel Gibson,139,Raoul Max Trujillo,5085988922007, Action | Adventure | Drama | Thriller,Gerardo Taracena,Apocalypto,Dalia Hernández,tribe|hunted turns hunter|knife|stabbed in the chest|wrist slitting,30000000,2006,7.8
Richard Loncraine,105,Virginia Madsen,48745150122006, Crime | Thriller,Harrison Ford,Firewall,Paul Bettany,bank|meeting|cayman islands|murder|architect,50000000,2006,5.8
Aaron Seltzer,8385,Fred Willard,48546578262006, Comedy | Romance,Alyson Hannigan,Date Movie,Jennifer Coolidge,wedding planner|overweight|greek|spoof|female protagonist,20000000,2006,2.7
Simon West,87,Tommy Flanagan,47860214172006, Horror | Thriller,Camilla Belle,When a Stranger Calls,Katie Cassidy,cell phone|high school|babysitting|teenager|nightmare,15000000,2006,5.0
Christophe Gans,125132,Laurie Holden,46982632162006, Adventure | Horror | Mystery,Radha Mitchell,Silent Hill,Sean Bean,gothic|silent hill|girl|police|night,50000000,2006,6.6
McG,131,Matthew Fox,4353229422007, Drama | Sport,Matthew McConaughey,We Are Marshall,Anthony Mackie,football|university|coach|marshall university|football team,65000000,2006,7.1
James Gartner,118,Derek Luke,4264318752006, Biography | Drama | Sport,Josh Lucas,Glory Road,Austin Nichols,national championship|texas|ncaa|college basketball|coach,,2006,7.2
M. Night Shyamalan,110,Bryce Dallas Howard,42272747222006, Drama | Fantasy | Mystery | Thriller,Paul Giamatti,Lady in the Water,Jeffrey Wright,bedtime story|apartment|swimming pool|stuttering|eagle,70000000,2006,5.6
Alexandre Aja,107108,Kathleen Quinlan,41777564162006, Horror,Ted Levine,The Hills Have Eyes,Dan Byrd,desert|slasher|horror movie remake|rape|murder of family,15000000,2006,6.4
Betty Thomas,89,Ashanti,41009669272006, Comedy | Romance,Jesse Metcalfe,John Tucker Must Die,Arielle Kebbel,school|dating|cheerleader|single mother|popularity,18000000,2006,5.8
Marc Forster,113,Emma Thompson,40137776152006, Comedy | Drama | Fantasy | Romance,Will Ferrell,Stranger Than Fiction,Dustin Hoffman,author|fate|professor|novelist|writer,38000000,2006,7.6
Neil Burger,110,Jessica Biel,39825798122007, Drama | Mystery | Romance | Thriller,Edward Norton,The Illusionist,Paul Giamatti,magician|prince|duchess|supernatural power|illusionist,16000000,2006,7.6
Jonathan Liebesman,919683,Matt Bomer,39511038292006, Horror,Jordana Brewster,The Texas Chainsaw Massacre: The Beginning,Diora Baird,leatherface|slaughterhouse|psychopath|car accident|cannibal,16000000,2006,5.9
Takashi Shimizu,102108137,Edison Chen,39143839102006, Horror | Thriller,Amber Tamblyn,The Grudge 2,Arielle Kebbel,urinating in fear|high school|ghost|curse|schoolgirl,20000000,2006,5.0
Phil Joanou,125,Xzibit,38432823202006, Crime | Drama | Sport,Dwayne Johnson,Gridiron Gang,L. Scott Caldwell,football|football team|football coach|football practice|alliterative title,30000000,2006,6.9
Wayne Wang,112,LL Cool J,3836019532006, Comedy,Queen Latifah,Last Holiday,Timothy Hutton,hotel|chef|cook|senator|congressman,45000000,2006,6.4
Guillermo del Toro,118112,Ariadna Gil,3762314382007, Drama | Fantasy | War,Ivana Baquero,Pan's Labyrinth,Sergi López,fairy|hiding|dead child|spain|labyrinth,13500000,2007,8.2
Catherine Hardwicke,101,Shohreh Aghdashloo,37617947122007, Drama | Family | Fantasy,Keisha Castle-Hughes,The Nativity Story,Oscar Isaac,bethlehem|nazareth|virgin|journey|angel,30000000,2006,6.8
Barry Levinson,115,Laura Linney,37442180222006, Comedy | Drama | Romance | Thriller,Robin Williams,Man of the Year,Lewis Black,president|presidential election|election|campaign|satire,20000000,2006,6.2
Steve 'Spaz' Williams,,Jim Belushi,37371315112006, Animation | Adventure | Comedy | Family,Kiefer Sutherland,The Wild,Eddie Izzard,africa|zoo|volcano|lion|animal,80000000,2006,5.3
Richard Donner,102,Yasiin Bey,36883539192006, Action | Crime | Drama | Thriller,Bruce Willis,16 Blocks,David Morse,detective|courthouse|alcoholic|witness|jail,52000000,2006,6.6
Steve Pink,93,Jonah Hill,36300285132006, Comedy,Justin Long,Accepted,Blake Lively,college|student|education|hospital|website,23000000,2006,6.5
Clark Johnson,108107,Kiefer Sutherland,36279230212006, Action | Crime | Thriller,Michael Douglas,The Sentinel,Kim Basinger,secret service|president|first lady|investigation|framed,60000000,2006,6.1
Joe Carnahan,109,Ryan Reynolds,3563504692007, Action | Crime | Drama | Thriller,Jeremy Piven,Smokin' Aces,Ray Liotta,fbi|mafia|casino|mob hit|sniper,17000000,2007,6.7
Alfonso Cuarón,109,Clive Owen,3528642892007, Drama | Sci-Fi | Thriller,Julianne Moore,Children of Men,Chiwetel Ejiofor,long take|violence|chaos|england|survival,76000000,2007,7.9
John Whitesell,93,Danny DeVito,3509291822007, Comedy | Family,Matthew Broderick,Deck the Halls,Kristin Chenoweth,christmas|neighbor|holiday|massachusetts|december,,2006,4.9
Liz Friedlander,118,Rob Brown,34703228262006, Drama | Music,Antonio Banderas,Take the Lead,Yaya DaCosta,dance|student|teacher|dance teacher|ballroom,30000000,2006,6.7
Alejandro G. Iñárritu,143,Cate Blanchett,34300771232007, Drama,Brad Pitt,Babel,Gael García Bernal,american|mexican border|destiny|multiple perspectives|muslim,25000000,2006,7.5
David R. Ellis,105,Julianna Margulies,3401439832006, Action | Adventure | Crime | Drama | Thriller,Samuel L. Jackson,Snakes on a Plane,Nathan Phillips,famous line|baby rattle|snake|murder|passenger,33000000,2006,5.6
Clint Eastwood,135,Barry Pepper,3357433282006, Drama | History | War,Ryan Phillippe,Flags of Our Fathers,Joseph Cross,japanese soldier|japan|japanese army|imperial japan|world war two,90000000,2006,7.1
Paul Greengrass,111,Olivia Thirlby,31471430302006, Drama | History | Thriller,David Alan Basche,United 93,Liza Colón-Zayas,passenger|plane|flight|terrorist|september 11 2001,15000000,2006,7.6
Greg Coolidge,103,Dane Cook,28435406222006, Comedy | Romance,Jessica Simpson,Employee of the Month,Dax Shepard,employee|slacker|competition|date|laser in eyes,12000000,2006,5.5
Tim Hill,7886,Jennifer Love Hewitt,28424210222006, Animation | Comedy | Family | Fantasy,Breckin Meyer,Garfield: A Tail of Two Kitties,Billy Connolly,cat|england|still images during end credits|rover 3 5 litre.coupe p5b|peugeot 206,60000000,2006,5.0
John A. Davis,88,Nicolas Cage,28133159102006, Animation | Adventure | Comedy | Family | Fantasy,Paul Giamatti,The Ant Bully,Julia Roberts,ant|sudden change in size|punishment|shrinking|miniaturization,50000000,2006,5.9
Mark Neveldine,8893,Amy Smart,27829874132006, Action | Crime | Thriller,Jason Statham,Crank,Carlos Sanz,cult film|heart|poison|assassin|doctor,12000000,2006,7.0
Jessica Bendinger,103,Jeff Bridges,26870825212006, Comedy | Drama | Sport,Missy Peregrym,Stick It,Vanessa Lengies,gymnastics|texas|houston texas|coach|teenager,,2006,6.4
Ronny Yu,104141,Li Sun,24623719102006, Action | Biography | Drama | Sport,Jet Li,Fearless,Yong Dong,martial arts|fight|martial arts master|boxer|fighting,,2006,7.7
Kevin Smith,97,Jeff Anderson,24138847222006, Comedy,Brian O'Halloran,Clerks II,Rosario Dawson,fast food restaurant|bromance|cameo appearance|bachelor party|fast food,5000000,2006,7.4
Neil LaBute,102,Ellen Burstyn,23643531102006, Horror | Mystery | Thriller,Nicolas Cage,The Wicker Man,Leelee Sobieski,feminism|unintentional humor|matriarchy|island|girl,40000000,2006,3.7
Renny Harlin,97,Sebastian Stan,23292105132006, Action | Fantasy | Horror | Thriller,Steven Strait,The Covenant,Toby Hemingway,magic|friendship between men|supernatural power|family secret|teenager,20000000,2006,5.3
William Brent Bell,8510075,Samaire Armstrong,23078294232006, Horror | Thriller,Jon Foster,Stay Alive,Frankie Muniz,countess|group of friends|tower|ghost|game reality crossover,9000000,2006,5.1
Ivan Reitman,95,Luke Wilson,2252614462006, Comedy | Romance | Sci-Fi,Uma Thurman,My Super Ex-Girlfriend,Anna Faris,superhero|supernatural power|superhero spoof|architect|boyfriend girlfriend relationship,30000000,2006,5.1
Brian De Palma,121,Aaron Eckhart,22518325202006, Crime | Drama | Mystery | Thriller,Josh Hartnett,The Black Dahlia,Scarlett Johansson,black dahlia|partner|boxer|death|corpse,50000000,2006,5.6
Paul McGuigan,110,Ben Kingsley,22494487142006, Crime | Drama | Mystery | Thriller,Josh Hartnett,Lucky Number Slevin,Morgan Freeman,mistaken identity|death|coroner|love|gay son,27000000,2006,7.8
Vondie Curtis-Hall,97,Meagan Good,21318194282006, Action | Crime | Drama | Thriller,Tyrese Gibson,Waist Deep,Larenz Tate,chase|shootout|money|drugs|gang,,2006,5.9
Michael Apted,118,Albert Finney,2120835882007, Biography | Drama | History | Romance,Ioan Gruffudd,Amazing Grace,Michael Gambon,social justice|slave ship|slave|olaudah equiano|slave trade,,2007,7.5
Chris Robinson,105,Lauren London,21160089192006, Comedy | Crime | Drama | Music | Romance,T.I.,ATL,Evan Ross,rollerskating rink|high school|spelman college|voice over narration|twin,,2006,6.0
Michael Mayer,95,Tim McGraw,2099870922007, Adventure | Drama | Family,Alison Lohman,Flicka,Maria Bello,ranch|horse|horse ranch|wild mustang|father son relationship,15000000,2006,6.2
Robert Altman,105,Meryl Streep,2033860962006, Comedy | Drama | Music | Musical,Lily Tomlin,A Prairie Home Companion,Woody Harrelson,singing|radio|backstage|cowboy|country music,10000000,2006,6.8
Jim Sonzero,90,Rick Gonzalez,2025929762006, Horror | Sci-Fi,Kristen Bell,Pulse,Christina Milian,technology|computer|computer hacker|e mail|cell phone,20000000,2006,4.7
Jay Chandrasekhar,110,Kevin Heffernan,19179969272006, Comedy,Jay Chandrasekhar,Beerfest,Steve Lemme,beer|competition|oktoberfest|germany|prostitute,17500000,2006,6.3
John Bonito,92,Kelly Carlson,18843314192007, Action | Drama | Thriller,John Cena,The Marine,Robert Patrick,beating|tied up|muscleman|tough guy|marine,20000000,2006,4.7
Doug Atchison,,Laurence Fishburne,18811135142006, Drama,Angela Bassett,Akeelah and the Bee,Keke Palmer,spelling|spelling bee|national spelling bee|principal|school principal,,2006,7.5
Elizabeth Allen Rosenbaum,,Joanna 'JoJo' Levesque,18595716192006, Comedy | Family | Fantasy | Romance,Emma Roberts,Aquamarine,Sara Paxton,mermaid|love|beach|storm|swimming,12000000,2006,5.3
Kurt Wimmer,8894,Cameron Bright,18500966312006, Action | Horror | Sci-Fi | Thriller,Milla Jovovich,Ultraviolet,Nick Chinlund,boy|disease|vampire|speed|hemophagia,30000000,2006,4.4
Todd Phillips,100108,Jon Heder,17803796152006, Comedy,Billy Bob Thornton,School for Scoundrels,Jacinda Barrett,what happened to epilogue|tennis|pepper spray|paintball|paintball gun,20000000,2006,5.9
Kevin Macdonald,123121,Forest Whitaker,17605861182007, Biography | Drama | History | Thriller,James McAvoy,The Last King of Scotland,Gillian Anderson,1970s|scottish|ugandan|assassination|doctor,6000000,2007,7.7
Richard Eyre,92,Judi Dench,17508670182007, Crime | Drama | Romance | Thriller,Cate Blanchett,Notes on a Scandal,Andrew Simpson,age difference|teacher student relationship|teacher|student|school,15000000,2007,7.4
Donald Petrie,,Chris Pine,17324744282006, Comedy | Fantasy | Romance,Lindsay Lohan,Just My Luck,Samaire Armstrong,luck|masquerade|bad luck|kiss|band,28000000,2006,5.3
Justin Lin,108,Jordana Brewster,1711932172006, Drama | Romance | Sport,James Franco,Annapolis,Tyrese Gibson,boxing|welder|shipbuilder|roommate|shipyard,26000000,2006,5.8
Paul Feig,90,Tyler James Williams,1664738422007, Adventure | Comedy | Family | Romance,Dyllan Christopher,Unaccompanied Minors,Gia Mantegna,airport|blizzard|pennsylvania|christmas|tween girl,26000000,2006,5.1
Glen Morgan,8494,Mary Elizabeth Winstead,1623529392007, Horror,Michelle Trachtenberg,Black Christmas,Lacey Chabert,christmas|incest|house|attic|sorority,9000000,2006,4.5
Sofia Coppola,123,Jason Schwartzman,1596247112006, Biography | Drama | History | Romance,Kirsten Dunst,Marie Antoinette,Rip Torn,queen|france|versailles|austria|cake,40000000,2006,6.4
Sarah Polley,110,Michael Murphy,15830046132007, Drama,Julie Christie,Away from Her,Gordon Pinsent,alzheimer's disease|skiing|nursing home|wheelchair|love,4000000,2007,7.6
Trent Cooper,89,David Koechner,15655665192006, Comedy | Romance,Larry the Cable Guy,Larry the Cable Guy: Health Inspector,Michael Papajohn,restaurant|health inspector|food poisoning|undercover|diner,4000000,2006,3.1
Paul Bolger,75,Sarah Michelle Gellar,1551984192007, Animation | Adventure | Comedy | Family | Fantasy,Sigourney Weaver,Happily N'Ever After,Patrick Warburton,cinderella|cgi animation|first of series|apostrophe in title|punctuation in title,47000000,2007,4.5
Susannah Grant,112,Timothy Olyphant,15269668162007, Comedy | Drama | Romance,Jennifer Garner,Catch and Release,Kevin Smith,secret|friend|ends with a kiss|reference to traci lords|friendship,,2007,6.0
Nick Cassavetes,117,Justin Timberlake,15229325162007, Biography | Crime | Drama,Emile Hirsch,Alpha Dog,Anton Yelchin,drug dealer|15 year old|debt|friendship|claremont california,,2007,6.9
Luc Besson,94,Mia Farrow,1513133042007, Animation | Adventure | Family | Fantasy,Freddie Highmore,Arthur and the Invisibles,Madonna,treasure|princess|debt|garden|boy,86000000,2007,6.0
Gregory Dark,84,Christina Vidal,15019200302006, Action | Horror | Thriller,Glenn Jacobs,See No Evil,Michael J. Pagan,hotel|psychopath|tattoo|severed arm|murder of a police officer,8000000,2006,5.1
Kevin Reynolds,,Sophia Myles,14732623242006, Drama | Romance,James Franco,Tristan + Isolde,Rufus Sewell,adultery|brother sister relationship|6th century|irish|boat,,2006,6.9
Colin Brady,88,Brian Dennehy,1452242712006, Animation | Adventure | Comedy | Family | Sport,Jake T. Austin,Everyone's Hero,Whoopi Goldberg,new york yankees|baseball|baseball bat|cgi animation|road movie,35000000,2006,5.8
Allen Coulter,126,Ben Affleck,14415222202006, Biography | Crime | Drama | History | Mystery | Romance | Thriller,Adrien Brody,Hollywoodland,Diane Lane,death|hollywood|detective|actor|police,28000000,2006,6.5
Clint Eastwood,141,Kazunari Ninomiya,13753931202007, Drama | History | War,Ken Watanabe,Letters from Iwo Jima,Tsuyoshi Ihara,blood splatter|world war two|japan|island|general,19000000,2007,7.9
Mira Nair,122,Irrfan Khan,1356924832007, Drama,Kal Penn,The Namesake,Tabu,india|train|reference to gogol|train crash|namesake,,2007,7.6
Michael O. Sajbel,123,Luke Goss,1339117412006, Biography | Drama | History,Tiffany Dupont,One Night with the King,John Noble,biblical|persia|esther|book of esther|treachery,20000000,2006,6.3
Nicole Holofcener,88,Frances McDormand,13367101112006, Comedy | Drama | Romance,Jennifer Aniston,Friends with Money,Catherine Keener,money problems|marital problem|nervous breakdown|friendship|friend,6500000,2006,5.9
Tony Bill,140,Jean Reno,13082288152006, Action | Adventure | Drama | History | Romance | War,James Franco,Flyboys,Jennifer Decker,american|france|pilot|training|military,60000000,2006,6.6
Bob Dolman,98,Hallie Kate Eisenberg,1302275662006, Comedy | Family,Luke Benward,How to Eat Fried Worms,Adam Hicks,worm|bet|boy|bully|school,,2006,5.4
Pedro Almodóvar,121,Carmen Maura,12899702182007, Comedy | Crime | Drama | Mystery,Penélope Cruz,Volver,Lola Dueñas,death|rape|secret|abusive father|child abuse,,2007,7.6
Bryan Barber,121,Terrence Howard,12549485292006, Crime | Drama | Musical | Romance,Big Boi,Idlewild,André Benjamin,gangster|speakeasy|written and directed by cast member|song and dance|playing piano,15000000,2006,6.2
Joe Roth,113112,Samuel L. Jackson,12512886102006, Crime | Drama | Mystery | Thriller,Julianne Moore,Freedomland,Edie Falco,police|mother|kidnapping|hospital|missing child,37665000,2006,5.1
